tokenized_text,業界
"['妙義', '会', 'デイサービス', 'センター', '妙義', '会', '小規模', '機能', 'ホーム', '有料', '老人', 'ホーム', 'ょうぎ', '運営', '定期', '的', 'カラオケ', '大会', '花見', '買い物', 'レクリエーション', 'こと', '特徴', '訪問', '介護', '居宅', '介護', '支援']",高齢者向け福祉業界の会社
"['ヘルパー', 'ステーション', 'れんげ', 'デイサービス', 'センター', 'れんげ', '運営', '通所', '介護', '訪問', '介護', 'ほか', '居宅', '介護', '支援', 'サービス', 'サービス', '付き', '高齢', '者', '向け', '住宅', '運営', 'こと', '特徴', '他', '介護', '予防', '生活', '機能', '訓練', 'リハビリテーション', '介護', '者', '安否', '確認', 'サービス']",高齢者向け福祉業界の会社
"['ホテル', 'ハイマート', '運営', 'シングル', 'ツイン', '和室', '客室', '大小', '宴会', '場', '併設', '宴会', '法要', '対応', 'オードブル', '弁当', 'ケータリングサービス', '他', '駅弁', '販売', 'その他', '結婚式', '結納', '二次会']",ホテル・旅館業界の会社
"['自動車', '部品', 'サプライヤー', '自動車', '部品', '製造', 'ボデー', '骨格', '部品', '燃料', '系', '部品', 'インパネ', '部品', '衝突', '安全', '部品', 'ドア', '関連', '部品', '製品', '製造', '用', '治', '具', '金', '型', '等', '設計', '製造', '販売', 'ほか', '農業', '用', '機械', '部品', '製造']",自動車部品・カー用品製造業界の会社
"['滋賀', '県', '甲賀', '市', '油日', 'コース', '神', 'コース', '二つ', 'ゴルフ', '場', '甲賀', 'カントリークラブ', '運営', 'コンペ', 'イベント', 'Web', 'サイト', 'ネット', '予約', '可能']",ゴルフ場業界の会社
"['金属', '切削', '溶接', '加工', '建', '機', '油圧', '機器', '自動車', '部品', '製造', 'ダイカスト', '加工', 'プレス', '加工', '金属', '表面', '処理', '金属', '加工', 'その他', 'デザイナー', '連携', 'メジャー', 'リール', 'ルーペ', '生活', '雑貨', '製造']",金属部品製造業界の会社
"['様々', '職種', '人材', '派遣', '業', '歯科', '衛生', '士', '等', '医療', '介護', '福祉', '分野', '派遣', '旅行', '添乗', '員', '派遣', '対応', '正社員', '転職', '希望', '者', '企業', '紹介', '転職', 'サポート', '派遣', 'スタッフ', '研修', '留学生', '雇用', '支援', 'インターンシップ', '事業', 'こと', '特徴']",人材紹介業界の会社
"['住宅', '型', '有料', '老人', 'ホーム', 'ケアホームネオ', '運営', '介護', '1', '~', '5', '高齢', '者', '天然', '温泉', '庭園', '総合', '病院', '連携', 'こと', '特徴', '訪問', '介護', '事業', '所', 'ヘルパー', 'ステーション', 'ネオ', '運営', '訪問', '介護', '予防', '訪問', '介護']",高齢者向け福祉業界の会社
"['自動車', '用', 'ブレーキシュー', 'ディスクブレーキパッド', 'ディスクローター', '製造', '販売', '日本', '車', 'はじめ', '韓国', '車', '用', 'ブレーキ', '部品', 'その他', 'ブレーキノイズリダクショングリース', '開発', '産業', '建設', '機械', '用', 'ブレーキ', '製造']",自動車部品・カー用品製造業界の会社
"['小学生', '高校生', '対象', '中学', '受験', '高校', '受験', '大学', '受験', '対応', '学習', '塾', '啓', '真', '館', '運営', '教材', 'テスト', '販売', '他', '教育', '相談', 'レクリエーション', '活動', 'その他', '読講座', 'Web', '授業', '実施']",塾・受験予備校業界の会社
"['ラグジュアリーホテル', 'フォーシーズンズホテル', '丸の内', '東京', '運営', '管理', '館内', 'フレンチ', 'レストラン', 'MOTIF', 'RESTAURANT', '&', 'BAR', 'スパ', '施設', 'フィットネスジム', '完備', 'ホテル', 'ウェディング', '他', '宴会', '会議', '利用', '対応']",ホテル・旅館業界の会社
"['サービス', '付き', '高齢', '者', '向け', '住宅', '湯', 'ざく', 'ら', '八', '塩', '住宅', '型', '有料', '老人', 'ホーム', '湯', 'ざく', 'ら', '運営', 'その他', '八塩', '温泉', '湯', 'ざく', 'ら', 'ケア', 'プラン', 'センター', '湯', 'ざく', 'ら', 'デイサービス', 'センター', '湯', 'ざく', 'ら', 'デイサービス', 'センター', 'I', 'デイサービス', 'センター', '看護', '師', '常駐', '訪問', '介護', 'ステーション', '設置', 'の', '特徴']",高齢者向け福祉業界の会社
"['松葉', 'ズワイガニ', '販売', 'カレイ', 'ハタハタ', '魚', '水産', '加工', '品', '製造', '販売', '製品', '料亭', '市場', '出荷', 'オンライン', '販売']",水産物食品専門商社業界の会社
"['法律', '問題', '方', '弁護士', 'ため', 'リー', 'ガル', 'メディア', '事業', '厳選', '離婚', '弁護士', 'ナビ', '厳選', '相続', '弁護士', 'ナビ', 'メディア', 'サイト', '運営', '弁護士', '有', '資格', '者', '人材', '採用', '他', '弁護士', '依頼', '費用', '補償', '対象', 'ベンナビ', '弁護士', '保険', '運営']",Webサービス・アプリ運営業界の会社
"['愛知', '県', 'タクシー', '事業', 'コミュニティ', 'バス', '運行']",タクシー業界の会社
"['戸', '建', '住宅', 'マンション', 'リフォーム', 'リンベーション', 'キッチン', 'はじめ', '浴室', '内装', '収納', '屋根', '外壁', '対応', '賃貸', 'オーナー', '管理', '組合', '向け', 'マンション', '共有', '部', '専有', '部', '設備', '管理', '設備', '更新', 'メンテナンス', '実施', 'その他', '給排水', '設備', 'ガス', '安全', '設備', '点検', '修理']",居住用リフォーム業界の会社
"['経験', '求職', '者', '向け', '正社員', '転職', 'プラットフォーム', 'agent', 'bank', '開発', '提供', 'オンライン', '完結', '型', 'コンプライアンス', 'リファレンスチェックサービスサイト', 'back', 'check', '開発', '提供', 'その他', '人材', '紹介', '事業', '立ち', '上げ', '事業', '拡大', '必要', 'ノウハウ', '提供', 'セミナー', '主催']",人材紹介業界の会社
"['居酒屋', '業態', 'ベース', '飲食', '店', '運営', 'フランチャイズ', '運営', 'コンサルティング', '主力', '店舗', '台', 'ずし', '台', '二', 'これ']",居酒屋・バー業界の会社
"['専門', 'ドライバー', '子供', '指定', '場所', '送迎', '妊婦', '乳幼児', '外出', 'サポート', '子育て', 'タクシー', '展開', 'ハイ', 'グレード', '車両', '導入', '冠婚葬祭', 'ゴルフ', '送迎', '社用', '車', '等', '利用', '点', '特徴']",タクシー業界の会社
"['淡路島', '産', '海鮮', '玉ねぎ', '使用', '料理', '提供', '居酒屋', '淡路島', '運営', 'セントラル', 'キッチン', '事業', '部', 'PB', '商品', '企画', '開発', '淡路島', 'カレー', '除', '菌', 'スプレー', '通販', 'サイト', '島', '恵み', '厳選', 'グルメ', '運営']",居酒屋・バー業界の会社
"['千葉', '県', '千葉', '市', '拠点', '化粧', '品', '販売', 'イオン', 'グループ', 'コスメティックセレクトショップ']",化粧品販売業界の会社
"['デイサービス', '通所', '介護', '通所', '介護', '結生', '風', '地域', '密着', '型', '認知', '症', '対応', '方', '通所', '介護', '結生', '運営', '会社', '訪問', '介護', '訪問', 'リハビリ', 'その他', '医療', '介護', '事業', '有料', '老人', 'ホーム', '人材', '紹介']",高齢者向け福祉業界の会社
"['三菱商事', 'グループ', '会社', '麻酔', '科', '外科', '整形', '外科', '使用', '医療', '機器', '用具', '輸入', '製造', '販売', '主', '取り扱い', '製品', '電気', 'メス', '音波', '診断', '装置', '人工', '関節', '製品']",医療機器・実験機器メーカー業界の会社
"['早朝', '予約', '横浜', '市内', '成田', '･', '羽田空港', '空港', '館', '運賃', '定額', 'タクシー', 'サービス', '提供', '市内', '観光', '地', '観光', 'タクシー', '子供', '妊婦', '送迎', 'サービス', '子育て', 'タクシー']",タクシー業界の会社
"['東京', '都', '足立', '区', '拠点', 'タクシー', '運行', '業務']",タクシー業界の会社
"['沖縄', '県', '宮古', '島', 'エメラルドコーストゴルフリンクス', '運営', 'ぱり', '宮古島', '熱帯', '果樹', '園', 'トロピカルガイドツアー', '果物', '野菜', '収穫', '体験', 'サービス', '提供']",ゴルフ場業界の会社
"['スポーツ', '試合', '音楽', 'フェス', 'イベント', '交通', '誘導', '交通', '警備', '工事', '現場', '建設', '現場', '対応', '防犯', 'カメラ', 'セキュリティー', 'システム', '設置', 'その他', '亀裂', '補修', '除雪', '作業', '道路', '維持', '管理', '業務', '道路', '警護', '業務']",警備業界の会社
"['老人', 'ホーム', 'サービス', '付', '高齢', '者', '向け', '住宅', '運営', '60', '歳', '以上', '高齢', '者', '介護', '認定', '利用', '者', '入浴', '日常', '生活', '介助', 'イベント', '活動', '等', 'ほか', '通所', 'リハビリ', '食事', '入浴', '介助', '提供', 'デイサービス']",高齢者向け福祉業界の会社
"['きよ', 'ら', 'デイサービス', 'センター', '運営', '機能', '訓練', 'レクリエーション', '食事', 'サービス', 'きよ', 'ら', '居宅', '介護', '支援', '事業', '所', '運営', 'その他', 'サービス', '付き', '高齢', '者', '向け', '住宅', '首', '里', '駅前', '老人', 'ホーム', '運営']",高齢者向け福祉業界の会社
"['自動車', '部品', 'ダイカスト', '製品', '加工', '試作', '治', '工具', '設計', '製作', '出し', '品', '製作']",金属部品製造業界の会社
"['沖縄', '県', '南城', '市', '拠点', 'タクシー', '運行']",タクシー業界の会社
"['ホテル', 'インター', 'コンチネンタル', '東京', 'ベイ', '運営', 'ウェディング', '宴会', '会議', '対応', '他', 'デザートブッフェ', '着物', 'レンタル', 'ホテル', 'ギフト', '券', '販売', 'オリジナル', '寝具', '販売']",ホテル・旅館業界の会社
"['株式会社', '明光ネットワークジャパン', 'グループ', '企業', 'キャリスター', 'career', 'rep', '.」', 'サービス', 'キャリア', '形成', '支援', '日本語', '堪能', '外国', '人', '人材', '紹介', 'サービス', '研修', 'サービス', '提供', 'MEIKO', 'GLOBAL', '日本', '就業', '外国', '人', '向け', 'オンライン', '日本語', '学習', 'サービス', 'Japany', '運営']",人材紹介業界の会社
"['介護', '福祉', 'サービス', 'あい', 'ケア', 'ステーション', 'デイサービス', 'センター', 'あい', '杜', '運営', '訪問', '介護', '訪問', '入浴', '介護', '通所', '介護', 'サービス', '福祉', '用具', '貸与', '販売', '訪問', '看護']",高齢者向け福祉業界の会社
"['デジタル', 'カメラ', 'カー', 'オーディオ', '使用', '精密', '部品', '製造', '会社', 'その他', '金', '型', '設計', 'IT', 'デジタル', '機器', '関連', '部品', '設計', '製造', 'トータル', '1995', '年', 'マレーシア', '工場', '設立']",金属部品製造業界の会社
"['デイサービス', '施設', '都', '杜', '通所', '介護', 'サービス', '健康', 'チェック', 'イベント', 'グループホーム', '自立', '困難', '支援', '2', '級', '以上', '認知', '症', '診断', '介護', '者', '集団', '生活', '支援', '介護', '訪問', '介護', 'ケア', 'マネージャー', 'ケア', 'プラン', '作成', '各種', '申請', '代行']",高齢者向け福祉業界の会社
"['石川', '県', '金沢', '市', '中央', '卸売', '市場', '鮮魚', '活魚', '冷凍', '魚', '塩干魚', 'その他', '水産', '品', '水産物', '卸売', '冷蔵', '保管']",水産物食品専門商社業界の会社
"['岐阜', '県内', '観光', 'ホテル', '関', '観光', 'ホテル', '運営', '宿泊', '以外', '各種', '宴会', '会議', '等', '設備', '利用', '可能', '他', '美濃', '市', 'みの', '観光', 'ホテル', '日帰り', '温泉', '施設', '西', '屋', '別館', '武芸川', '温泉', '展開', '和洋', '居酒屋', 'レストラン', '運営']",ホテル・旅館業界の会社
"['住宅', 'ローン', '借り入れ', '可能', '額', '診断', '有利', '借り', '替え', '提案', 'アプリ', '運営', '会社', '全国', '金融', '機関', '住宅', 'ローン', 'ランキング', '検索', '機能', 'ほか', 'チャット', '相談', '機能', '搭載', 'その他', '来店', '窓口', '相談']",Webサービス・アプリ運営業界の会社
"['自動車', 'エアコン', '部品', 'ラジエター', '部品', 'ほか', '排気', '系', '部品', '加工', '組み立て', 'こと', '主', '業務', '部品', '洗浄', '機', '使用', '部品', '制作', '時', '汚れ', '梱包', '作業', 'の', '特徴']",自動車部品・カー用品製造業界の会社
"['高知', '高松', '中心', 'グループホーム', 'デイサービス', '居宅', '介護', 'サービス', '介護', '施設', '向け', '食品', '食材', '提供', 'おかず', '量り売り', '食品', '製造', 'その他', '不動産', '管理', 'コンサルティング']",高齢者向け福祉業界の会社
"['内', '視', '鏡', '関連', '部品', '医療', '用', 'ネジ', '医療', '健康', '機器', '部品', '製造', '販売', '電子', '機器', '部品', 'センサー', '部品', '自動車', '関連', '設備', '部品', '設備', '部品', '製造', '蝶番', 'ネジ', 'レンズ', '止め', '金具', '眼鏡', '部品', 'その他', '自社', 'Web', 'サイト', '通信', '販売']",金属部品製造業界の会社
"['賃貸', 'マンション', '企画', '設計', '建設', '管理', '運営', 'エリア', '岐阜', '県', '愛知', '県', '電車', '沿線', '中心', '賃貸', '物件', '単身', '者', '向け', 'ファミリー', 'ペット', '同居', '可', '物件', '紹介']",マンション・アパート賃貸業界の会社
"['賃貸', '一軒家', 'ビル', '簡易', '宿所', '登録', 'ゲストハウス', '運営', '会社', '東京', '東京', 'ゲストハウス', 'toco', '.', 'Nui', '.', 'HOSTEL', '&', 'BAR', 'LOUNGE', '京都', 'Len', '開業']",ホテル・旅館業界の会社
"['千葉', '県', '君津', '市', 'ゴルフ', '場', 'ゴールド', '木更津', 'カントリークラブ', '運営']",ゴルフ場業界の会社
"['自動車', 'エンジン', '用', 'バルブ', 'スプリング', 'クラッチ', 'スプリング', '用', 'ワイヤー', '弁', 'ばね', '用', 'オイルテンパー', '鋼', '線', '製造', '販売', '住友電気工業', '株式会社', 'グループ', '会社', '業務']",金属部品製造業界の会社
"['オートバイ', '部品', '販売', '買取', '会社', 'イタリア', '国', '製', 'DUCATI', 'オーストリー', '国', '製', 'KTM', '他', '国内', '製', 'HONDA', 'YAMAHA', '通信', '販売', 'レンタル', 'バイク', '事業']",中古車販売業界の会社
"['ドライバー', '特', '化', '採用', 'プラットフォーム', 'Plex', 'JOB', '運営', '運営', '会社', '廃棄', '物', '収集', '運搬', '食品', '卸売', '会社', 'タクシー', '会社', '業種', '対応', 'その他', '電気', '設備', '管理', '人材', '対応']",Webサービス・アプリ運営業界の会社
"['新潟', '県', '新潟', '市', 'ブレーキ', '大型', '車両', '部品', '販売']",自動車部品・カー用品製造業界の会社
"['介護', 'サービス', '提供', '主', 'デイサービス', '訪問', '介護', '事業', 'デイサービス', '機能', '訓練', '実施', '特', '化', 'メニュー', '提供', 'こと', '特徴', 'その他', '事業', '自助', '具', '作成', '販売']",高齢者向け福祉業界の会社
"['豊和', '繊維', '工業', '株式会社', '関連', '会社', '自動車', '内装', '部品', '製造']",自動車部品・カー用品製造業界の会社
"['自動車', '人員', '送迎', '企業', '学校', '送迎', '対応', 'その他', 'メディア', '向け', 'スタッフ', '送迎', '機材', '配送']",タクシー業界の会社
"['不動産', '売買', '賃貸', '仲介', '業務', '管理', 'イエステーション', 'アパマンショップ', '運営', '土地', '建物', 'ほか', '分譲', '地', '分譲', 'マンション', '販売', 'アパート', '建築', '事業', '計画', '提案', 'コンサルティング', '業務']",マンション・アパート賃貸業界の会社
"['札幌', '市', '苫小牧', '市', 'タクシー', '会社', '構成', 'SK', 'タクシー', 'グループ', '加盟', 'タクシー', '会社', 'コンフォート', '普通', '車', '他', 'クラウン・コンフォート', '中型', 'タクシー', '運行', '日本', '交通', 'タクシー', 'チケット', '提携', 'タクシー', 'チケット', '利用', '可能']",タクシー業界の会社
"['トラック', '自動車', '部品', '機械', '部品', '製造', '自動車', '部品', '機械', '部品', '卸', '業']",自動車部品・カー用品製造業界の会社
"['細胞', 'シート', '再生', '医療', '基盤', 'ツール', '温度', '応答', '性', '細胞', '培養', '器材', 'アップセル', '応用', '製品', '研究', '開発', '製造', '販売', '再生', '医療', '総合', '的', 'サポート', '食道', '再生', '上皮', 'シート', '軟骨', '再生', 'シート', '細胞', 'シート', '再生', '医療', '等', '製品', '研究', '開発', '製造', '販売', '海外', 'スウェーデン', '細胞', 'シート', '再生', '医療', '等', '製品', '研究', '開発', '子会社', '中長期', '的', '経営', '戦略', '代理', '店', '細胞', '培養基', '材', '販売', '推進', '売上', '高', '増強', 'こと', '継続', '的', '黒字', '化', 'こと', '目標']",医療機器・実験機器メーカー業界の会社
"['小学', '1', '年生', '6', '年生', '対象', '学習', '塾', '希', '学園', '運営', '学力', '別', '毎月', 'クラス', '替え', '学習', '計画', '表', '授業', '点', '特徴']",塾・受験予備校業界の会社
"['金属', 'プレス', '加工', 'レーザー', '加工', '溶接', '加工', '等', 'ショベル', 'クレーン', '等', '建設', '機械', '用', 'キャビン', 'パネル', '部品', '工具', '箱', '建設', '用', '機械', '部品', '製造', '自動車', '外', '板', 'パネル', '板', 'パネル', 'トラック', '部品', '製造', '生産', '終了', '車', '型', '旧型', '補修', '用', 'パーツ', '対応', '点', '強み', 'その他', '標準', '完成', '車両', '得喪', '車両', '改造']",金属部品製造業界の会社
"['ワゴン', 'R', 'ハスラー', '軽自動車', 'ソリオ', 'スイフト', '小型車', '普通', '車', 'セニアカ', '電動', '車両', '他', '福祉', '車両', '販売', '点検', '車検', '修理', '自動車', '整備', '損害', '保険', '代理', '業', '中古', '車', '販売', '対応']",中古車販売業界の会社
"['各種', '板金', '部品', 'はじめ', '製品', '製造', '主', '汎用', '機', 'タンク', 'ディーゼル', '汎用', '機', 'タンク', 'ほか', '灯油', '仕様', 'タンク', '製造', '対応', '汎用', '機器', '用', 'マフラー', 'ほか', '建', '機', '用', 'マフラー', '製造', 'ロッカー', 'カバー', 'ロッカー', 'アーム', '製造']",金属部品製造業界の会社
"['通所', '介護', '在宅', '介護', '有料', '老人', 'ホーム', 'アリア', 'グラニー', '&', 'グランダ', '運営', 'サービス', '付き', '高齢', '者', '向け', '住宅', 'リレ', '保育園', '学童', 'クラブ', '運営']",高齢者向け福祉業界の会社
"['18', 'ホール', 'ゴルフ', '場', '奈良', '国際', 'ゴルフ', '倶楽部', '運営', 'ゴルフ', '場', '施設', 'コンペ', 'ルーム', 'はじめ', 'ロッカー', 'ルーム', '浴室', 'ショップ', '練習', '場', '併設', 'その他', 'ゴルフ', '場', '余剰', '土地', '賃貸']",ゴルフ場業界の会社
"['食', '健康', 'ヘルスケア', '分野', '個人', '栄養士', '並び', '医療', '機関', '専門', '家', '企業', '向け', '情報', 'Web', 'アプリ', '提供', '健康', '情報', '提供', 'アプリ', 'HEALTH', 'NUDGE', '機能', '性', '表示', '食品', '見方', '情報', '発信', 'Web', 'サイト', 'キノウノミカタ', '一般', '向け', 'サービス', '提供', 'その他', '管理', '栄養士', '専門', '家', '向け', 'サービス', 'Web', 'サイト', 'Pro', '対象', '分野', '情報', '提供']",Webサービス・アプリ運営業界の会社
"['東京', '都', '府中', '市', '24', '時間', '対応', '介護', 'タクシー', '福祉', 'タクシー', '運行']",タクシー業界の会社
"['宮城', '県', 'エリア', 'タクシー', '運行', '貸切', 'バス', '運行', '会社']",タクシー業界の会社
"['認知', '症', '高齢', '者', '24', '時間', '援助', '提供', 'グループホーム', '陽春', '里', '始め', '介護', '施設', '運営', '会社', '在宅', '高齢', '者', '障害', '者', '自宅', 'ヘルパー', '介護', '居宅', '介護', '支援', '訪問', '介護', 'らっぱ', '運営']",高齢者向け福祉業界の会社
"['東京', '都', '足立', '区', '介護', '施設', '茶話', '本舗', '複数', '運営', '会社', '茶話', '本舗', '株式会社', '日本', '介護', '福祉', 'グループ', '全国', 'フランチャイズ', '展開', 'デイサービス', '施設', '空き', '民家', '改装', 'の', '特徴', '風呂', '介護', '体調', '管理', '周辺', '散歩', 'サービス', '提供']",高齢者向け福祉業界の会社
"['埼玉', '県', '所沢', '市', '高齢', '者', 'デイサービス', '事業', '所', 'ー', '運営', '会社', '所沢', '市', 'サービス', '対応', '地域']",高齢者向け福祉業界の会社
"['国内', '海外', 'アベストホテルグループ', '運営', 'ホテル', '内', 'レストラン', '事業', '展開', '宴会', '会議', '二次会', '対応', '不動産', '事業', '賃貸', '事業', 'ほか', '家賃', '集金', '代行', '税金', '代行', 'その他', 'ドッグホテル', '運営', 'Web', 'デザイン', '制作', 'サーバー', '等', '管理']",ホテル・旅館業界の会社
"['大阪', '府', '京都', '府', '交通', '誘導', '雑踏', '整理', '街頭', '警備', '全国', '警備', '業', '協会', '加盟', '団体']",警備業界の会社
"['施設', '警備', '巡回', '警備', '交通', '誘導', 'オフィス', 'ビル', 'ショッピング', 'センター', '清掃', '植', '栽管理', '環境', '衛生', '管理', '販売', '員', '調理', '師', '派遣', '商品', '宅配', 'その他', 'チラシ', 'ポスター', 'カタログ', '冊子', '制作', '印刷']",警備業界の会社
"['千葉', '県', '佐倉', '市', '中心', 'トラック', '専門', '買い取り', '販売', 'レッカー車', '特殊', '車両', 'バス', 'ユンボ', 'フォークリフト', '重機', 'その他', 'パーツ', '取り付け', '修理', 'カスタマイズ', '可能']",中古車販売業界の会社
"['オールド', 'コース', 'ニュー', 'コース', '2', 'コース', 'ゴルフ', '場', '大村湾', 'カントリー', '倶楽部', '運営', 'OGC', '友の会', '設置', '月例', '会', '各種', '割引', 'サービス', '提供', '他', 'オープン', 'コンペ', '競技', '会', '企画']",ゴルフ場業界の会社
"['有料', '老人', 'ホーム', '笑', '歩', '会', '丸之内', 'サービス', '付き', '高齢', '者', '向け', '住宅', '笑', '歩', '会', '西条', '神', '拝', '運営', '食事', '提供', '入浴', '補助', '生活', '介護', 'ほか', '協力', '医療', '機関', '提携', '利用', '者', '24', '時間', 'サポート', 'デイサービス', '提供', 'ケア', 'プラン', '作成', '居宅', '介護', '支援']",高齢者向け福祉業界の会社
"['スイス', '歯科', '医療', '精密', '機器', 'メーカー', 'EMS', '日本', '法人', '歯科', '予防', '製品', '販売', '製品', 'メンテナンス', '提供', '商品', '齲蝕予', '防', '歯', '周', '病', '予防', '機器', 'それら', '使用', 'ピエゾンチップ', 'パウダー']",医療機器・実験機器メーカー業界の会社
"['医療', '機器', '専門', 'メーカー', '人工', '呼吸', '器', 'Humming', 'Vue', 'ハミング', 'X', '製造', '在宅', '医療', '機器', 'JPAP', 'KM', '-', 'X', '3', 'L', 'その他', '動物', '用', '医療', '機器', 'COMPOS', 'X', '製造']",医療機器・実験機器メーカー業界の会社
"['福岡', '県', '福岡', '市', '拠点', '花園', 'タクシー', '運行', 'GPS', 'デジタル', '無線', '配車', 'システム', '導入', '点', '特徴']",タクシー業界の会社
"['フォルクスワーゲン', '新車', '中古', '車', '販売', '正規', 'ディーラー', '店', 'フォルクスワーゲン', '太田', '運営', '埼玉', '県', '熊谷', '市', 'フォルクスワーゲン', '熊谷', '運営', '展開', 'ほか', '試乗', '車', '提供', '自動車', '整備']",中古車販売業界の会社
"['リゾート', 'ホテル', 'ホテルタガワ', '運営', '人数', '向け', '客間', '人数', '向け', '客間', 'ほか', '浴場', '会議', '室', '宴会', '場', '施設', '屋外', 'バーベキュー', 'ガーデン', 'スキー', '場', '併設', 'レストラン', 'グランド', 'ゴルフ', '場', '点', '特徴']",ホテル・旅館業界の会社
"['アシスト', 'グループ', '関連', '会社', 'タクシー', '無線', '配車', '配車', 'サービス', '車種', 'カーナビ', 'ETC', '搭載', '済み', 'プリウス', 'メイン']",タクシー業界の会社
"['自動車', 'シート', '金属', '部品', 'プレス', '加工', '部品', 'カシメ', '作業', 'その他', '冷蔵庫', '部品', '製造']",自動車部品・カー用品製造業界の会社
"['学習', '塾', 'BunBu', '学院', '運営', '0', '歳', '10', '歳', '子供', '対象', '基礎', '学習', '基礎', '体力', '基礎', '知識', '人間', '形成', '基礎', '機会', '提供', '認可', '保育園', 'アイキッズ', '認証', '保育園', 'BunBu', '学院', 'Jr', '.」', '運営', '一時', '保育', 'ひととき', '保育', '宮前', '運営']",塾・受験予備校業界の会社
"['高齢', '者', '向け', '訪問', '入浴', '介護', 'サービス', '訪問', '介護', 'サービス', '訪問', '看護', 'サービス', 'デイサービス', '対応', 'その他', '高齢', '者', '向け', '住宅', '運営']",高齢者向け福祉業界の会社
"['SaaS', '事業', 'IT', 'エンジニア', 'デザイナー', '向け', '副業', '転職', 'マッチング', 'サービス', 'Offers', '運営', 'デジタル', 'マーケティング', '支援', '事業', 'コンサルティング', '制作', '運用', '改善', 'for', 'Reader', '運営', 'その他', 'SEO', 'コンテンツ', 'マーケティング', '展開', 'Offers', 'magazine', '副業', '方', 'サポート', '情報', '発信']",Webサービス・アプリ運営業界の会社
"['湿気', '包装', '商標', '登録', '旅館', 'ホテル', '向け', '業務', '用', '海苔', '製造', 'オリジナル', 'メッセージ', 'カラー', '刷り', '対応', '印刷', '包装', '従来', '味', 'のり', '以外', 'わさび', '味', 'しそ', '味', '展開', '自社', 'EC', 'サイト', '販売']",水産物食品専門商社業界の会社
"['大阪', '市', '平野', '区', '拠点', '介護', '付', '有料', '老人', 'ホーム', 'グループホーム', '明日香', '里', '運営']",高齢者向け福祉業界の会社
"['愛知', '県', '名古屋', '市', '自動車', '二輪車', 'エンジンプラグキャップ', '等', '製造', 'ハイ', 'テンション', 'コード', 'センサ', '部品', '製造', 'グロープラグ', '部品', '製造', '対応']",自動車部品・カー用品製造業界の会社
"['リフォーム', '業', '株式会社', 'LIXIL', 'フランチャイズ', 'チェーン', 'マドリエ', '五城目', 'サッシ', 'ドア', 'エクステリア', 'インテリア', '販売', 'それら', '取り付け', '施工', '対応']",居住用リフォーム業界の会社
"['検査', '業', 'デイサービス', '業', '会社', '労働', '者', '派遣', '飲食', '店', 'コメダ', '珈琲', 'フランチャイズ', '事業', 'オンライン', '自社', '教育', '求人', 'サイト', 'ょっぷる', '運営', 'その他', '外国', '人', '労働', '者', '受け入れ', 'テック', 'コーポレーション', '製品', '販売', '実施']",人材紹介業界の会社
"['交通', '誘導', '施設', '警備', 'イベント', '会場', '等', '雑踏', '駐車', '場', '警備', '会社', '列車', '監視', '業務', '警備', '員', '指導', '教育', '責任', '者', '列車', '監視', '員', '資格', '取得', '者', '資格', '者', '多数', '在籍', '警備', 'ビル', '設備', '保守', '点検', '清掃', 'ビルメンテナンス', '業務']",警備業界の会社
"['自動車', '部品', 'OA', '機器', '部品', '油圧', '部品', '精密', '機器', '部品', '精度', '小物', '部品', '切削', '加工', '研削', 'ヘッダー', '加工', 'ステンレス', '製造', '光通信', '用', 'コネクター', '部品', 'アルバム', '用', '止め', 'ネジ', '製造']",金属部品製造業界の会社
"['高齢', '者', 'ため', '通所', '介護', '施設', '介護', '予防', '通所', '介護', '施設', '運営', '身体', '機能', '維持', '向上', '生活', '機能', '維持', '向上', '認知', '機能', '維持', '向上', '3', '基本', 'プログラム', '提供', '静岡', '県', '神奈川', '県', '東京', '都', '施設', '運営', '無料', '体験', '会', '相談', '会', '開催']",高齢者向け福祉業界の会社
"['神奈川', '県', '横浜', '市', '拠点', '自動車', '部品', 'カー', '用品', '製造']",自動車部品・カー用品製造業界の会社
"['春日部', '市', 'さいたま', '市', '中心', '住宅', '店舗', 'リフォーム', '工事', '屋根', '工事', '外壁', '塗装', '工事', 'はじめ', 'トイレ', 'キッチン', '水', '廻り', 'リフォーム', '工事', '中心', 'ほか', 'エクステリア', 'リフォーム', '工事', '対応']",居住用リフォーム業界の会社
"['大分', '県', '大分', '市', '月形', 'コース', '吉野', 'コース', 'ゴルフ', '場', '運営', 'パッティンググリーン', 'アプローチ', 'グリーン', '打ちっ放し', '練習', '場']",ゴルフ場業界の会社
"['旭川', '札幌', '留萌', '枝幸', '営業', '所', 'タクシー', '配車', '乗務', '員', '観光', 'スポット', '案内', '観光', 'タクシー', 'サービス']",タクシー業界の会社
"['ヒルトン', 'グループ', '会社', '東京', 'ディズニーリゾートオフィシャルホテル', 'ヒルトン', '東京', 'ベイ', '運営', '地下', '1', '階', '地上', '11', '階', 'ホテル', '客室', '800', '室', 'レストラン', '宴会', '施設', 'ウェディング', '施設', '東京', 'ディズニー', 'リゾート', '家族', '向け', 'ハッピーマジックルーム', '特別', '客室', '提供']",ホテル・旅館業界の会社
